GetPermissions	method	https://wiki.genexus.com/commwiki/wiki?20585
GetPrivate	method	https://wiki.genexus.com/commwiki/wiki?32087
GetProximityAlerts	method	https://wiki.genexus.com/commwiki/wiki?25188
GetRangedBeaconRegions	method	https://wiki.genexus.com/commwiki/wiki?27060
GetResponse	method	https://wiki.genexus.com/commwiki/wiki?7097
GetSessionLog	method	https://wiki.genexus.com/commwiki/wiki?34395
GetSessionLogsCount	method	https://wiki.genexus.com/commwiki/wiki?45864
GetSessionLogsOrderBy	method	https://wiki.genexus.com/commwiki/wiki?34396
GetString	method	https://wiki.genexus.com/commwiki/wiki?8831
GetStringValue	method	https://wiki.genexus.com/commwiki/wiki?48101
GetTimeZone	method	https://wiki.genexus.com/commwiki/wiki?21915
GetURI	method	https://wiki.genexus.com/commwiki/wiki?6915
GetValue	method	https://wiki.genexus.com/commwiki/wiki?40085
GetVariable	method	https://wiki.genexus.com/commwiki/wiki?7056
GetVisibleRegion	method	https://wiki.genexus.com/commwiki/wiki?48363
GotoPage	method	https://wiki.genexus.com/commwiki/wiki?8772
GoToPage	method	https://wiki.genexus.com/commwiki/wiki?6064
Handle	method	https://wiki.genexus.com/commwiki/wiki?36160
HasEnvironmentVariable	method	https://wiki.genexus.com/commwiki/wiki?33076
HasValue	method	https://wiki.genexus.com/commwiki/wiki?40085
Hide	method	https://wiki.genexus.com/commwiki/wiki?7066
Hour	method	https://wiki.genexus.com/commwiki/wiki?12652
IndexOf	method	https://wiki.genexus.com/commwiki/wiki?12696
Info	method	https://wiki.genexus.com/commwiki/wiki?37872
InsertOrUpdate	method	https://wiki.genexus.com/commwiki/wiki?31697
Integer	method	https://wiki.genexus.com/commwiki/wiki?12723
Intersect	method	https://wiki.genexus.com/commwiki/wiki?59378
IsEmpty	method	https://wiki.genexus.com/commwiki/wiki?9645
IsHexa	method	https://wiki.genexus.com/commwiki/wiki?42675
IsMatch	method	https://wiki.genexus.com/commwiki/wiki?4606
IsNull	method	https://wiki.genexus.com/commwiki/wiki?12735
JSEvent	method	https://wiki.genexus.com/commwiki/wiki?8809
KillSession	method	https://wiki.genexus.com/commwiki/wiki?34398
LastIndexOf	method	https://wiki.genexus.com/commwiki/wiki?12697
LastPage	method	https://wiki.genexus.com/commwiki/wiki?8771
Length	method	https://wiki.genexus.com/commwiki/wiki?12704
LoadEncrypted	method	https://wiki.genexus.com/commwiki/wiki?43919
LoadKmlLayer	method	https://wiki.genexus.com/commwiki/wiki?51341
LoadPKCS12	method	https://wiki.genexus.com/commwiki/wiki?43919
LoadSessionState	method	https://wiki.genexus.com/commwiki/wiki?46491
Login	method	https://wiki.genexus.com/commwiki/wiki?6963
LoginExternal	method	https://wiki.genexus.com/commwiki/wiki?16512
Logout	method	https://wiki.genexus.com/commwiki/wiki?7080
LongTap	method	https://wiki.genexus.com/commwiki/wiki?17823
MarksAsRead	method	https://wiki.genexus.com/commwiki/wiki?7092
Matches	method	https://wiki.genexus.com/commwiki/wiki?4606
MilliSecond	method	https://wiki.genexus.com/commwiki/wiki?39523
Minute	method	https://wiki.genexus.com/commwiki/wiki?12650
Month	method	https://wiki.genexus.com/commwiki/wiki?12647
MonthName	method	https://wiki.genexus.com/commwiki/wiki?23930
NewCompression	method	https://wiki.genexus.com/commwiki/wiki?60620
NextPage	method	https://wiki.genexus.com/commwiki/wiki?8769
Open	method	https://wiki.genexus.com/commwiki/wiki?6992
OpenFromString	method	https://wiki.genexus.com/commwiki/wiki?7050
OpenRequest	method	https://wiki.genexus.com/commwiki/wiki?7692
